
author,time,text,coordinates,place
tmcquinn522,2020-01-28 22:45:48,RT @NPNowZenner: BREAKING: TYREEK HILL DID A PATRICK MAHOMES IMPERSONATION https://t.co/3bGwuyr5fU,,
b_koll11,2020-01-28 22:45:49,"RT @Pedrozov81: The six Super Bowls played in Miami Gardens have had five different stadium names (Joe Robbie, Pro Player, Dolphin, Sun Lif…",,
bowlerandbrolly,2020-01-28 22:45:50,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
FRANKMERK_,2020-01-28 22:45:50,@NewCuIture He got a older version of Patrick Mahomes voice,,
locreggie00,2020-01-28 22:45:50,"RT @NFLonFOX: Gold end zone for the @Chiefs 

#SB54 🙌💛 https://t.co/ozNoFiUK1a",,
GobieMN,2020-01-28 22:45:51,What was the Dolphins record this year again...? 🤔,,
mitchgoldich,2020-01-28 22:45:51,RT @JigarHDesai: Thank you @mitchgoldich for including me.  Slight correction regarding the timing of events - my excitement got the best o…,,
soy_eloy,2020-01-28 22:45:54,RT @DavidMooreDMN: Jerry Jones issued a congratulatory statement when it was announced that Jimmy Johnson would be inducted into the HOF. H…,,
_RaeTheMartian_,2020-01-28 22:45:54,😂😂😂😂😂😂 DO Y'ALL SEE THIS?,,
magaboome,2020-01-28 22:45:55,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
WFLAVictoria,2020-01-28 22:45:57,"so, if Miami’s Super Bowl is Super Bowl LIV...

does that make it...

LIV on Sunday?",,
nicksmithMA,2020-01-28 22:45:58,"RT @CBPFlorida: ALWAYS GAMEDAY🚁🚔🚤
If you see something—say something. TEAMS OF TEAMS in the air—on the water—and the ground at @HardRockSta…",,
Garrett1209,2020-01-28 22:45:58,@MBarber_22 anyone but Joe Buck,,
nickkemp12,2020-01-28 22:45:59,"RT @NFL: The @49ers' best plays from the postseason...so far! #GoNiners

#SBLIV | #WeReady https://t.co/qDsyKOTG5I",,
FFinesser,2020-01-28 22:45:59,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
BeckermannLinda,2020-01-28 22:45:59,"RT @Newsweek: Michael Strahan rebounds from Kelly Ripa talk show exit, says he's felt more like a ""sidekick"" than a ""partner"" https://t.co/…",,
PPilshaw,2020-01-28 22:46:00,THIS ONE !!!!  Go @Chiefs ❤️💛❤️,,"Place(_api=<tweepy.api.API object at 0x12e06ce90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/27c45d804c777999.json', country=u'United States', place_type=u'admin', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12e06ce90>, type=u'Polygon', coordinates=[[[-102.051769, 36.99311], [-102.051769, 40.003282], [-94.588081, 40.003282], [-94.588081, 36.99311]]]), full_name=u'Kansas, USA', attributes={}, id=u'27c45d804c777999', name=u'Kansas')"
ZKuniz,2020-01-28 22:46:01,"RT @WWEonFOX: Special @FoxSports correspondent, 'The Big Dog' @WWERomanReigns made 'Opening Night' of #SB54 his yard when he interviewed so…",,
chilifritos,2020-01-28 22:46:01,RT @JL_Chapman: Only people who think Jimmy G is a game manager don’t watch the actual games. Some “experts” that have only watched the pla…,,
Geb4hard,2020-01-28 22:46:02,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
Juegos1990,2020-01-28 22:46:02,"RT @danorlovsky7: Ok 
Know the @49ers play a ton of zone-but the game happens if they are forced to play more man cover?
Who covers Kelce?…",,
Dr3amz_619,2020-01-28 22:46:03,RT @PeterGrandich: Shame on you FOX Sports with all the crap that you allow on the air. The raw truth of this terrible act should be shown…,,
FishingPACNW,2020-01-28 22:46:03,"@thatboystatic @Cincinneumeyer @bArtbow @NFLonFOX @Ravens @Lj_era8 I see what you said, yes I misunderstood.",,
Aqrobattz,2020-01-28 22:46:06,"@rebeccanagle @Chiefs They've been in ""meaningful discussions"" with people with of ""Native backgrounds and experiences"" plus celebrating American Indian Heritage month for a whole 6 years! Wow! **heavy sarcasm**",,
RCSystemsLA,2020-01-28 22:46:06,"Will the per-minute streaming audience for @SuperBowl  be 3% of the average audience on @FOXSports , which will climb back over 100 million?  The Super Bowl viewing shifts to connected devices?  Check out this great study
https://t.co/nVy4jmdnV0",,
PaulChrisRudd,2020-01-28 22:46:06,"RT @JawanLSmith: Verizon’s 5G Ultra Wideband network will be accessible around the airports and in parts of Downtown, Miami’s Bayfront Park…",,
drunk_patriots,2020-01-28 22:46:09,@Sidelinecreepin @49ers @Patriots Couldn't give seven fucks about conference,,
man_alive45,2020-01-28 22:46:10,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
HisImageCoach,2020-01-28 22:46:10,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
weksnyacres,2020-01-28 22:46:11,"RT @jbbrisco: Patrick Mahomes on appreciating the experience of the Super Bowl: ""It's a once-in-a-lifetime opportunity that I hope I have a…",,
BringMeMyBacon,2020-01-28 22:46:11,Dan knows.,,
IncredibleFulk_,2020-01-28 22:46:14,Not richard Sherman that's forsure,,
tlam09,2020-01-28 22:46:14,"RT @danorlovsky7: Ok 
Know the @49ers play a ton of zone-but the game happens if they are forced to play more man cover?
Who covers Kelce?…",,
justglad1,2020-01-28 22:46:14,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
Im__Magnus,2020-01-28 22:46:16,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
micah_kuczynski,2020-01-28 22:46:16,"@AlexHClement @PettitTimothy @NinersNation @SuperBowl @Broncos Has to be a marketing thing. Like vs GB, all week, everyone was on GB's jock even though the Niners smashed them and are clearly better.  But then game day, everyone picked the Niners to win lol",,
JohnHen39949447,2020-01-28 22:46:16,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
dpaul601,2020-01-28 22:46:16,Forced?,,
SuzyQHardy,2020-01-28 22:46:18,@CommunityAmerCU @Chiefs 🏈❤️ Thank you for the chance!!! ❤️🏈,,
Golaub_95,2020-01-28 22:46:18,RT @djkyledesouza: Super Bowl LIV lineup. See you this weekend 🏟🏈 https://t.co/rfO1TS0xhm,,
FearMathieu,2020-01-28 22:46:18,@FoxSports please take this mans show away,,
steven_metz,2020-01-28 22:46:20,I have a theory that John Bolton and Andy Reid are actually the same person.,,
Nottoday1982,2020-01-28 22:46:20,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
teebonitus,2020-01-28 22:46:21,@danorlovsky7 @49ers No argument there @danorlovsky7 but who the hell is blocking Bosa?,,
GalatiansOneTen,2020-01-28 22:46:22,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
hendrikhunter,2020-01-28 22:46:22,RT @JennyTaft: The crew is ready!! @undisputed @FS1 @SuperBowl https://t.co/81Rk25NG77,,
PatriotsKid,2020-01-28 22:46:23,"RT @babymorgal: @PatriotsKid @Sidelinecreepin @49ers @Patriots I am, indeed, not good with it.... https://t.co/tzf5d1jfX6",,
